Id	Name	Description
PF12388	Peptidase_M57	Dual-action HEIGH metallo-peptidase
PF12389	Peptidase_M73	Camelysin metallo-endopeptidase
PF12390	Se-cys_synth_N	Selenocysteine synthase N terminal
PF12391	PCDO_beta_N	Protocatechuate 3,4-dioxygenase beta subunit N terminal
PF12392	DUF3656	Collagenase 
PF12394	DUF3657	Protein FAM135 
PF12395	DUF3658	Protein of unknown function 
PF12396	DUF3659	Protein of unknown function (DUF3659) 
PF12397	U3snoRNP10	U3 small nucleolar RNA-associated protein 10 
PF12399	BCA_ABC_TP_C	Branched-chain amino acid ATP-binding cassette transporter
PF12400	STIMATE	STIMATE family
PF12401	DUF3662	Protein of unknown function (DUF2662) 
PF12404	DUF3663	Peptidase 
PF12408	DUF3666	Ribose-5-phosphate isomerase 
PF12409	P5-ATPase	P5-type ATPase cation transporter
PF12411	Choline_sulf_C	Choline sulfatase enzyme C terminal 
PF12412	DUF3667	Protein of unknown function (DUF3667)
PF12416	DUF3668	Cep120 protein
PF12418	AcylCoA_DH_N	Acyl-CoA dehydrogenase N terminal 
PF12419	DUF3670	SNF2 Helicase protein 
PF12421	DUF3672	Fibronectin type III protein 
PF12422	Condensin2nSMC	Condensin II non structural maintenance of chromosomes subunit
PF12423	KIF1B	Kinesin protein 1B
PF12430	ABA_GPCR	Abscisic acid G-protein coupled receptor 
PF12432	DUF3677	Protein of unknown function (DUF3677) 
PF12434	Malate_DH	Malate dehydrogenase enzyme 
PF12436	USP7_ICP0_bdg	ICP0-binding domain of Ubiquitin-specific protease 7
PF12437	GSIII_N	Glutamine synthetase type III N terminal 
PF12438	DUF3679	Protein of unknown function (DUF3679) 
PF12439	GDE_N	Glycogen debranching enzyme N terminal
PF12440	MAGE_N	Melanoma associated antigen family N terminal 
PF12441	CopG_antitoxin	CopG antitoxin of type II toxin-antitoxin system 
PF12447	DUF3683	Protein of unknown function (DUF3683)
PF12449	DUF3684	Protein of unknown function (DUF3684) 
PF12450	vWF_A	von Willebrand factor 
PF12451	VPS11_C	Vacuolar protein sorting protein 11 C terminal
PF12452	DUF3685	Protein of unknown function (DUF3685) 
PF12455	Dynactin	Dynein associated protein 
PF12456	hSac2	Inositol phosphatase 
PF12457	TIP_N	Tuftelin interacting protein N terminal 
PF12458	DUF3686	ATPase involved in DNA repair 
PF12460	MMS19_C	RNAPII transcription regulator C-terminal
PF12462	Helicase_IV_N	DNA helicase IV / RNA helicase N terminal
PF12463	DUF3689	Protein of unknown function (DUF3689) 
PF12464	Mac	Maltose acetyltransferase 
PF12465	Pr_beta_C	Proteasome beta subunits C terminal 
PF12466	GDH_N	Glutamate dehydrogenase N terminal
PF12469	DUF3692	CRISPR-associated protein 
PF12471	GTP_CH_N	GTP cyclohydrolase N terminal 
PF12473	DUF3694	Kinesin protein 
PF12474	PKK	Polo kinase kinase 
PF12476	DUF3696	Protein of unknown function (DUF3696)
PF12477	TraW_N	Sex factor F TraW protein N terminal
PF12478	DUF3697	Ubiquitin-associated protein 2 
PF12481	DUF3700	Aluminium induced protein 
PF12482	DUF3701	Phage integrase protein
PF12483	GIDE	E3 Ubiquitin ligase
PF12487	DUF3703	Protein of unknown function (DUF3703) 
PF12490	BCAS3	Breast carcinoma amplified sequence 3 
PF12500	TRSP	TRSP domain C terminus to PRTase_2 
PF12501	DUF3708	Phosphate ATP-binding cassette transporter
PF12502	DUF3710	Protein of unknown function (DUF3710) 
PF12505	DUF3712	Protein of unknown function (DUF3712)
PF12508	Transposon_TraM	Conjugative transposon, TraM  
PF12512	DUF3717	Protein of unknown function (DUF3717) 
PF12513	SUV3_C	Mitochondrial degradasome RNA helicase subunit C terminal
PF12514	DUF3718	Protein of unknown function (DUF3718)
PF12518	DUF3721	Protein of unknown function
PF12525	DUF3726	Protein of unknown function (DUF3726) 
PF12527	DUF3727	Protein of unknown function (DUF3727) 
PF12530	DUF3730	Protein of unknown function (DUF3730) 
PF12531	DUF3731	DNA-K related protein 
PF12532	DUF3732	Protein of unknown function (DUF3732)
PF12534	Pannexin_like	Pannexin-like TM region of LRRC8
PF12535	Nudix_N	Hydrolase of X-linked nucleoside diphosphate N terminal 
PF12536	DUF3734	Patatin phospholipase 
PF12537	GPHR_N	The Golgi pH Regulator (GPHR) Family N-terminal
PF12539	Csm1	Chromosome segregation protein Csm1/Pcs1
PF12540	DUF3736	Protein of unknown function (DUF3736)
PF12541	DUF3737	Protein of unknown function (DUF3737) 
PF12542	CWC25	Pre-mRNA splicing factor
PF12543	DUF3738	Protein of unknown function (DUF3738)
PF12544	LAM_C	Lysine-2,3-aminomutase 
PF12545	DUF3739	Filamentous haemagglutinin family outer membrane protein
PF12548	DUF3740	Sulfatase protein
PF12550	GCR1_C	Transcriptional activator of glycolytic enzymes
PF12551	PHBC_N	Poly-beta-hydroxybutyrate polymerase N terminal
PF12553	DUF3742	Protein of unknown function (DUF3742)
PF12554	MOZART1	Mitotic-spindle organizing gamma-tubulin ring associated
PF12555	TPPK_C	Thiamine pyrophosphokinase C terminal
PF12556	CobS_N	Cobaltochelatase CobS subunit N terminal 
PF12557	Co_AT_N	Cob(I)alamin adenosyltransferase N terminal 
PF12559	Inhibitor_I10	Serine endopeptidase inhibitors
PF12561	TagA	ToxR activated gene A lipoprotein
PF12562	DUF3746	Protein of unknown function (DUF3746)
PF12564	TypeIII_RM_meth	Type III restriction/modification enzyme methylation subunit
PF12565	DUF3747	Protein of unknown function (DUF3747)
PF12566	DUF3748	Protein of unknown function (DUF3748)
PF12568	DUF3749	Acetyltransferase (GNAT) domain
PF12569	NARP1	NMDA receptor-regulated protein 1 
PF12570	DUF3750	Protein of unknown function (DUF3750)
PF12571	DUF3751	Phage tail-collar fibre protein
PF12572	DUF3752	Protein of unknown function (DUF3752)
PF12573	OxoDH_E1alpha_N	2-oxoisovalerate dehydrogenase E1 alpha subunit N terminal
PF12574	120_Rick_ant	120 KDa Rickettsia surface antigen
PF12576	DUF3754	Protein of unknown function (DUF3754)
PF12579	DUF3755	Protein of unknown function (DUF3755)
PF12580	TPPII	Tripeptidyl peptidase II 
PF12584	TRAPPC10	Trafficking protein particle complex subunit 10, TRAPPC10
PF12587	DUF3761	Protein of unknown function (DUF3761)
PF12588	PSDC	Phophatidylserine decarboxylase 
PF12589	WBS_methylT	Methyltransferase involved in Williams-Beuren syndrome
PF12594	DUF3764	Protein of unknown function (DUF3764)
PF12597	DUF3767	Protein of unknown function (DUF3767)
PF12599	DUF3768	Protein of unknown function (DUF3768)
PF12600	DUF3769	Protein of unknown function (DUF3769)
PF12607	DUF3772	Protein of unknown function (DUF3772)
PF12611	Flagellar_put	Putative flagellar 
PF12612	TFCD_C	Tubulin folding cofactor D C terminal
PF12614	RRF_GI	Ribosome recycling factor 
PF12616	DUF3775	Protein of unknown function (DUF3775)
PF12617	LdpA_C	Iron-Sulfur binding protein C terminal
PF12619	MCM2_N	Mini-chromosome maintenance protein 2
PF12622	NpwBP	mRNA biogenesis factor
PF12623	Hen1_L	RNA repair, ligase-Pnkp-associating, region of Hen1
PF12624	Chorein_N	N-terminal region of Chorein or VPS13
PF12625	Arabinose_bd	Arabinose-binding domain of AraC transcription regulator, N-term
PF12626	PolyA_pol_arg_C	Polymerase A arginine-rich C-terminus
PF12627	PolyA_pol_RNAbd	Probable RNA and SrmB- binding site of polymerase A
PF12631	MnmE_helical	MnmE helical domain
PF12632	Vezatin	Mysoin-binding motif of peroxisomes
PF12633	Adenyl_cycl_N	Adenylate cyclase NT domain
PF12635	DUF3780	Protein of unknown function (DUF3780)
PF12636	DUF3781	Protein of unknown function (DUF3781)
PF12637	TSCPD	TSCPD domain
PF12638	Staygreen	Staygreen protein
PF12639	Colicin-DNase	DNase/tRNase domain of colicin-like bacteriocin
PF12640	UPF0489	UPF0489 domain
PF12641	Flavodoxin_3	Flavodoxin domain
PF12642	TpcC	Conjugative transposon protein TcpC
PF12643	MazG-like	MazG-like family
PF12644	DUF3782	Protein of unknown function (DUF3782)
PF12645	HTH_16	Helix-turn-helix domain
PF12646	DUF3783	Domain of unknown function (DUF3783)
PF12647	RNHCP	RNHCP domain
PF12650	DUF3784	Domain of unknown function (DUF3784)
PF12651	RHH_3	Ribbon-helix-helix domain
PF12654	DUF3786	Domain of unknown function (DUF3786)
PF12656	G-patch_2	G-patch domain
PF12657	TFIIIC_delta	Transcription factor IIIC subunit delta N-term
PF12658	Ten1	Telomere capping, CST complex subunit
PF12660	zf-TFIIIC	Putative zinc-finger of transcription factor IIIC complex
PF12661	hEGF	Human growth factor-like EGF
PF12662	cEGF	Complement Clr-like EGF-like
PF12663	DUF3788	Protein of unknown function (DUF3788)
PF12666	PrgI	PrgI family protein
PF12667	NigD	NigD-like protein
PF12668	DUF3791	Protein of unknown function (DUF3791)
PF12669	P12	Virus attachment protein p12 family
PF12670	DUF3792	Protein of unknown function (DUF3792)
PF12671	Amidase_6	Putative amidase domain
PF12672	DUF3793	Protein of unknown function (DUF3793)
PF12674	Zn_ribbon_2	Putative zinc ribbon domain
PF12675	DUF3795	Protein of unknown function (DUF3795)
PF12676	DUF3796	Protein of unknown function (DUF3796)
PF12678	zf-rbx1	RING-H2 zinc finger domain
PF12679	ABC2_membrane_2	ABC-2 family transporter protein
PF12680	SnoaL_2	SnoaL-like domain
PF12681	Glyoxalase_2	Glyoxalase-like domain
PF12682	Flavodoxin_4	Flavodoxin
PF12684	DUF3799	PDDEXK-like domain of unknown function (DUF3799)
PF12686	DUF3800	Protein of unknown function (DUF3800)
PF12687	DUF3801	Protein of unknown function (DUF3801)
PF12688	TPR_5	Tetratrico peptide repeat
PF12689	Acid_PPase	Acid Phosphatase
PF12690	BsuPI	Intracellular proteinase inhibitor
PF12692	Methyltransf_17	S-adenosyl-L-methionine methyltransferase
PF12693	GspL_C	GspL periplasmic domain
PF12694	MoCo_carrier	Putative molybdenum carrier
PF12695	Abhydrolase_5	Alpha/beta hydrolase family
PF12696	TraG-D_C	TraM recognition site of TraD and TraG
PF12697	Abhydrolase_6	Alpha/beta hydrolase family
PF12698	ABC2_membrane_3	ABC-2 family transporter protein
PF12701	LSM14	Scd6-like Sm domain
PF12702	Lipocalin_3	Lipocalin-like
PF12704	MacB_PCD	MacB-like periplasmic core domain
PF12705	PDDEXK_1	PD-(D/E)XK nuclease superfamily
PF12706	Lactamase_B_2	Beta-lactamase superfamily domain
PF12707	DUF3804	Protein of unknown function (DUF3804)
PF12708	Pectate_lyase_3	Pectate lyase superfamily protein
PF12710	HAD	haloacid dehalogenase-like hydrolase
PF12713	DUF3806	Domain of unknown function (DUF3806)
PF12714	TILa	TILa domain
PF12715	Abhydrolase_7	Abhydrolase family
PF12717	Cnd1	non-SMC mitotic condensation complex subunit 1
PF12718	Tropomyosin_1	Tropomyosin like
PF12719	Cnd3	Nuclear condensing complex subunits, C-term domain
PF12721	RHIM	RIP homotypic interaction motif
PF12722	Hid1	High-temperature-induced dauer-formation protein
PF12724	Flavodoxin_5	Flavodoxin domain
PF12725	DUF3810	Protein of unknown function (DUF3810)
PF12726	SEN1_N	SEN1 N terminal
PF12727	PBP_like	PBP superfamily domain
PF12728	HTH_17	Helix-turn-helix domain
PF12729	4HB_MCP_1	Four helix bundle sensory module for signal transduction
PF12730	ABC2_membrane_4	ABC-2 family transporter protein
PF12732	YtxH	YtxH-like protein
PF12733	Cadherin-like	Cadherin-like beta sandwich domain
PF12734	CYSTM	Cysteine-rich TM module stress tolerance
PF12736	CABIT	Cell-cycle sustaining, positive selection, 
PF12738	PTCB-BRCT	twin BRCT domain
PF12739	TRAPPC-Trs85	ER-Golgi trafficking TRAPP I complex 85 kDa subunit
PF12740	Chlorophyllase2	Chlorophyllase enzyme
PF12741	SusD-like	Susd and RagB outer membrane lipoprotein 
PF12742	Gryzun-like	Gryzun, putative Golgi trafficking
PF12746	GNAT_acetyltran	GNAT acetyltransferase
PF12749	Metallothio_Euk	Eukaryotic metallothionein
PF12752	SUZ	SUZ domain
PF12753	Nro1	Nuclear pore complex subunit Nro1
PF12755	Vac14_Fab1_bd	Vacuolar 14 Fab1-binding region
PF12756	zf-C2H2_2	C2H2 type zinc-finger (2 copies)
PF12759	HTH_Tnp_IS1	InsA C-terminal domain
PF12760	Zn_Tnp_IS1595	Transposase zinc-ribbon domain
PF12762	DDE_Tnp_IS1595	ISXO2-like transposase domain
PF12763	EF-hand_4	Cytoskeletal-regulatory complex EF hand
PF12765	Cohesin_HEAT	HEAT repeat associated with sister chromatid cohesion
PF12766	Pyridox_oxase_2	Pyridoxamine 5'-phosphate oxidase
PF12767	SAGA-Tad1	Transcriptional regulator of RNA polII, SAGA, subunit
PF12768	Rax2	Cortical protein marker for cell polarity
PF12769	PNTB_4TM	4TM region of pyridine nucleotide transhydrogenase, mitoch
PF12770	CHAT	CHAT domain
PF12771	SusD-like_2	Starch-binding associating with outer membrane
PF12773	DZR	Double zinc ribbon
PF12774	AAA_6	Hydrolytic ATP binding site of dynein motor region D1
PF12775	AAA_7	P-loop containing dynein motor region D3
PF12776	Myb_DNA-bind_3	Myb/SANT-like DNA-binding domain
PF12777	MT	Microtubule-binding stalk of dynein motor
PF12778	PXPV	PXPV repeat (3 copies)
PF12779	YXWGXW	YXWGXW repeat (2 copies)
PF12780	AAA_8	P-loop containing dynein motor region D4
PF12781	AAA_9	ATP-binding dynein motor region D5
PF12783	Sec7_N	Guanine nucleotide exchange factor in Golgi transport N-terminal
PF12784	PDDEXK_2	PD-(D/E)XK nuclease family transposase
PF12787	EcsC	EcsC protein family
PF12789	PTR	Phage tail repeat like
PF12790	T6SS-SciN	Type VI secretion lipoprotein, VasD, EvfM, TssJ, VC_A0113
PF12792	CSS-motif	CSS motif domain associated with EAL 
PF12793	SgrR_N	Sugar transport-related sRNA regulator N-term
PF12794	MscS_TM	Mechanosensitive ion channel inner membrane domain 1
PF12795	MscS_porin	Mechanosensitive ion channel porin domain
PF12796	Ank_2	Ankyrin repeats (3 copies)
PF12797	Fer4_2	4Fe-4S binding domain
PF12798	Fer4_3	4Fe-4S binding domain
PF12799	LRR_4	Leucine Rich repeats (2 copies)
PF12800	Fer4_4	4Fe-4S binding domain
PF12801	Fer4_5	4Fe-4S binding domain
PF12802	MarR_2	MarR family
PF12804	NTP_transf_3	MobA-like NTP transferase domain
PF12805	FUSC-like	FUSC-like inner membrane protein yccS
PF12806	Acyl-CoA_dh_C	Acetyl-CoA dehydrogenase C-terminal like
PF12807	eIF3_p135	Translation initiation factor eIF3 subunit 135
PF12810	Gly_rich	Glycine rich protein
PF12811	BaxI_1	Bax inhibitor 1 like 
PF12812	PDZ_1	PDZ-like domain
PF12813	XPG_I_2	XPG domain containing
PF12814	Mcp5_PH	Meiotic cell cortex C-terminal pleckstrin homology
PF12815	CTD	Spt5 C-terminal nonapeptide repeat binding Spt4
PF12816	Vps8	Golgi CORVET complex core vacuolar protein 8
PF12819	Malectin_like	Carbohydrate-binding protein of the ER
PF12820	BRCT_assoc	Serine-rich domain associated with BRCT
PF12821	ThrE_2	Threonine/Serine exporter, ThrE
PF12822	ECF_trnsprt	ECF transporter, substrate-specific component
PF12823	DUF3817	Domain of unknown function (DUF3817)
PF12824	MRP-L20	Mitochondrial ribosomal protein subunit L20
PF12826	HHH_2	Helix-hairpin-helix motif
PF12829	Mhr1	Transcriptional regulation of mitochondrial recombination
PF12830	Nipped-B_C	Sister chromatid cohesion C-terminus
PF12831	FAD_oxidored	FAD dependent oxidoreductase
PF12832	MFS_1_like	MFS_1 like family
PF12833	HTH_18	Helix-turn-helix domain
PF12834	Phage_int_SAM_2	Phage integrase, N-terminal
PF12835	Integrase_1	Integrase
PF12836	HHH_3	Helix-hairpin-helix motif
PF12837	Fer4_6	4Fe-4S binding domain
PF12838	Fer4_7	4Fe-4S dicluster domain
PF12840	HTH_20	Helix-turn-helix domain
PF12842	DUF3819	Domain of unknown function (DUF3819)
PF12843	QSregVF_b	Putative quorum-sensing-regulated virulence factor
PF12844	HTH_19	Helix-turn-helix domain
PF12846	AAA_10	AAA-like domain
PF12847	Methyltransf_18	Methyltransferase domain
PF12848	ABC_tran_Xtn	ABC transporter
PF12849	PBP_like_2	PBP superfamily domain
PF12850	Metallophos_2	Calcineurin-like phosphoesterase superfamily domain
PF12851	Tet_JBP	Oxygenase domain of the 2OGFeDO superfamily 
PF12852	Cupin_6	Cupin
PF12854	PPR_1	PPR repeat
PF12855	Ecl1	Life-span regulatory factor
PF12857	TOBE_3	TOBE-like domain
PF12859	ANAPC1	Anaphase-promoting complex subunit 1
PF12860	PAS_7	PAS fold
PF12861	zf-ANAPC11	Anaphase-promoting complex subunit 11 RING-H2 finger
PF12862	ANAPC5	Anaphase-promoting complex subunit 5
PF12864	DUF3822	Protein of unknown function (DUF3822)
PF12867	DinB_2	DinB superfamily
PF12868	DUF3824	Domain of unknwon function (DUF3824)
PF12869	tRNA_anti-like	tRNA_anti-like
PF12870	DUF4878	Domain of unknown function (DUF4878)
PF12871	PRP38_assoc	Pre-mRNA-splicing factor 38-associated hydrophilic C-term
PF12872	OST-HTH	OST-HTH/LOTUS domain
PF12873	DUF3825	Domain of unknown function (DUF3825)
PF12874	zf-met	Zinc-finger of C2H2 type
PF12875	DUF3826	Protein of unknown function (DUF3826)
PF12876	Cellulase-like	Sugar-binding cellulase-like
PF12877	DUF3827	Domain of unknown function (DUF3827)
PF12883	DUF3828	Protein of unknown function (DUF3828)
PF12885	TORC_M	Transducer of regulated CREB activity middle domain
PF12888	Lipid_bd	Lipid-binding putative hydrolase
PF12889	DUF3829	Protein of unknown function (DUF3829)
PF12890	DHOase	Dihydro-orotase-like
PF12891	Glyco_hydro_44	Glycoside hydrolase family 44
PF12892	FctA	Spy0128-like isopeptide containing domain
PF12893	Lumazine_bd_2	Putative lumazine-binding
PF12894	ANAPC4_WD40	Anaphase-promoting complex subunit 4 WD40 domain
PF12895	ANAPC3	Anaphase-promoting complex, cyclosome, subunit 3
PF12896	ANAPC4	Anaphase-promoting complex, cyclosome, subunit 4
PF12897	Aminotran_MocR	Alanine-glyoxylate amino-transferase
PF12898	Stc1	Stc1 domain
PF12899	Glyco_hydro_100	Alkaline and neutral invertase
PF12900	Pyridox_ox_2	Pyridoxamine 5'-phosphate oxidase
PF12902	Ferritin-like	Ferritin-like
PF12903	DUF3830	Protein of unknown function (DUF3830)
PF12904	Collagen_bind_2	Putative collagen-binding domain of a collagenase 
PF12905	Glyco_hydro_101	Endo-alpha-N-acetylgalactosaminidase
PF12906	RINGv	RING-variant domain
PF12907	zf-met2	Zinc-binding
PF12910	PHD_like	Antitoxin of toxin-antitoxin, RelE / RelB, TA system
PF12911	OppC_N	N-terminal TM domain of oligopeptide transport permease C
PF12912	N_NLPC_P60	NLPC_P60 stabilising domain, N term
PF12913	SH3_6	SH3 domain (SH3b1 type)
PF12914	SH3_7	SH3 domain of SH3b2 type
PF12915	DUF3833	Protein of unknown function (DUF3833)
PF12917	HD_2	HD containing hydrolase-like enzyme 
PF12919	TcdA_TcdB	TcdA/TcdB catalytic glycosyltransferase domain
PF12921	ATP13	Mitochondrial ATPase expression
PF12922	Cnd1_N	non-SMC mitotic condensation complex subunit 1, N-term
PF12923	RRP7	Ribosomal RNA-processing protein 7 (RRP7)
PF12925	APP_E2	E2 domain of amyloid precursor protein
PF12926	MOZART2	Mitotic-spindle organizing gamma-tubulin ring associated
PF12927	DUF3835	Domain of unknown function (DUF3835)
PF12928	tRNA_int_end_N2	tRNA-splicing endonuclease subunit sen54 N-term
PF12929	Mid1	Stretch-activated Ca2+-permeable channel component
PF12930	DUF3836	Family of unknown function (DUF3836)
PF12931	Sec16_C	Sec23-binding domain of Sec16
PF12932	Sec16	Vesicle coat trafficking protein Sec16 mid-region
PF12933	FTO_NTD	FTO catalytic domain
PF12934	FTO_CTD	FTO C-terminal domain
PF12936	Kri1_C	KRI1-like family C-terminal
PF12937	F-box-like	F-box-like
PF12938	M_domain	M domain of GW182
